Accession  no,Sex,Nutrition,Slaughter Group,Date of Birth,Slaughter Date,Days at Death,Sca_GLP,Sca_BG,Sca_SLC,Hum_GL,Hum_GLC,Hum_SD,Hum_Bd,Hum_BT,Hum_BFT,Hum_HT,Hum_HTC,Rad_GL,Rad_Bp,Rad_BFp,Rad_SDmm,Rad_Bd,Mtc_GL,Mtc_Bp,Mtc_BFp,Mtc_SD,Mtc_BFd,Mtc_WCM,Mtc_WCL,Mtc_Dem,Mtc_Del,Mtc_Dvm,Mtc_Dvl,Mtc_BdFus,Pel_SDpu,Pel_SDmmpu,Pel_MRDA,Fem_GL,Fem_GLC,Fem_TC,Fem_SD,Fem_Bd,Tib_GL,Tib_Bp,Tib_SDml,Tib_SDmin,Tib_Bd,Tib_Dd,Navcu_GB,Mtt_GL,Mtt_Bp,Mtt_BFp,Mtt_SD,Mtt_BFd,Mtt_WCM,Mtt_WCL,Mtt_Dem,Mtt_Del,Mtt_Dvm,Mtt_Dvl,Mtt_BdFus,Ast_GLl,Ast_Bd,Ast_Dl,Cal_GL,Cal_BS,Cal_C,Cal_C&D,Cal_GDde,Sca_coracoid_fus,Hum_prox_fus,Hum_dist_fus,Rad_prox_fus,Rad_dist_fus,Mtc_dist_fus,Pel_acetabulum_fus,Fem_caput_fus,Fem_gt_fus,Fem_dist_fus,Tib_prox_fus,Tib_dist_fus,Mtt_dist_fus,Cal_prox_fus,Pph_fore_int_fus,Pph_fore_ext_fus,Pph_dist_int_fus,Pph_dist_ext_fus,Mph_fore_int_fus,Mph_fore_ext_fus,Mph_dist_int_fus,Mph_dist_ext_fus
3695,Female,High,8,08/05/96,12/09/2000,1588,31.24,18.44,19.24,133,117.5,14.35,29.51,27.3,27.13,17.66,13.9,145,29.7,27.21,17.53,28.24,118,21.11,20.59,13.5,23.27,10.7,10.35,10.35,9.81,15.18,14.6,22.81,4.77,8.67,4.44,161.5,160,19.65,15.55,36.52,191,38.51,14.92,11.59,25.2,18.96,22.44,128,19.68,19.48,11.4,22.12,10.5,9.65,9.53,8.99,15.2,14.06,21.69,26.2,17.95,14.79,54.81,14.6,12.16,20.89,20.8,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3696,Female,Low,6,06/05/97,13/09/2000,1226,30.58,19.99,16.86,126,113,13.57,28.74,26.85,25.74,18.22,14.31,135.5,28.27,25.5,16.54,27.75,109,22.66,21.84,12.89,23.86,11.45,10.5,10.25,9.62,15.35,14.7,24.04,5.17,8.37,4.71,153.5,153.5,19.66,16.18,37.81,182.5,39.86,14.74,10.69,25.3,19.48,22.78,119,19.16,18.97,11.19,23.43,11.2,9.95,8.82,8.57,15.11,14.37,22.4,26.18,17.55,14.79,52.35,15.91,13.12,21.87,22.2,fu,fu,fu,fu,fu,fu,fu,fu,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3697,Female,Low,6,14/05/97,13/09/2000,1218,31.94,19.78,17.97,136.5,122,14.42,29.82,27.32,26.66,18.32,14.34,143,29.97,26.95,17.17,29.07,112,22.81,21.82,13.66,25.68,11.9,11.15,10.63,9.65,15.49,14.55,25.92,5.14,8.08,4.2,165,163,20.28,16.12,37.42,193,40.61,15.06,11.88,25.75,20.73,23.21,117,19.83,19.8,11.65,24.53,11.35,10.15,9.78,8.89,15.35,14.43,24.2,28.48,18.48,15.67,55.75,16.51,13.28,22.49,21.94,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3698,Female,High,6,13/05/98,27/08/2001,1202,32.64,19.54,18.87,134,119.5,14.66,29.47,27.97,27.74,18.57,15.5,145.5,30.86,28.58,16.1,28.25,114,23.17,22.01,12.95,24.66,11.6,11,10.29,9.56,15.78,15.01,24.69,4.58,7.55,2.94,163,161,20.44,17.1,36.34,190,39.51,14.77,11.69,25.65,20.13,23.47,123,20.45,20.18,11.39,24.2,11.1,10.25,9.61,8.93,15.24,14.47,23.67,27.14,18.58,15.55,52.85,15.77,13.26,21.01,21.91,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3699,Male,High,4,19/05/99,28/08/2001,832,34.54,20.98,18.64,142,129,14.85,31.34,29.52,28.56,18.39,15.55,149,32.19,29.62,17.11,30.34,111.5,24.1,22.54,14.08,24.86,11.55,10.7,11.1,10.44,16.3,15.69,26.31,7.24,9.39,7.12,172,170.5,20.44,17.37,39.16,200.5,42.69,14.92,12.21,26.33,21.06,23.84,119.5,21.05,20.78,11.77,23.49,10.95,9.7,10.56,9.39,16.49,15.05,23.2,29.06,18.56,15.88,55.93,15.89,13.75,22.62,22.62,fu,fg,fu,fu,u,fu,fu,fo,fo,fo,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3700,Female,High,8,04/05/97,22/08/2001,1571,31.11,19.98,19.14,137.5,122.5,14.95,30.32,28.25,27.57,18.8,14.49,147.5,30.79,28.55,16.91,29.13,116.5,23.56,22.57,13.62,24.89,11.3,11,10.54,9.86,16.13,15.59,25.39,4.58,7.96,4.88,165,164.5,20.7,17.65,37.73,195,40.04,15.09,11.86,26.05,20.64,23.8,126,20.72,20.47,12.02,24.12,11,10,9.6,9.28,15.92,15.19,23.91,27.75,18.55,15.63,54.25,16.27,13.03,22.18,22.41,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3701,Female,Low,6,05/05/98,27/08/2001,1210,31.01,19.17,18.5,133,119,14.46,29.2,26.99,26.63,17.62,13.94,141,29.71,27.08,16.17,28.44,114,21.96,21.09,13.01,24.59,11.35,10.7,10,9.07,15.43,14.53,24.96,3.99,7.32,3.27,150.5,150.5,20.15,15.52,35.55,182,38.73,13.98,11.12,25.66,19.86,21.99,117,19.87,19.63,11.35,23.1,10.95,9.65,9.51,8.19,15.13,13.82,23.43,27.54,17.77,14.97,51.92,15,12.1,21.22,21.93,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3702,Female,High,6,03/05/98,27/08/2001,1212,31.23,20.43,19.54,131,114.5,15.15,29.05,27.17,27.11,17.98,14.01,137.5,30.44,27.72,18.18,28.6,111,22.72,21.49,14.1,24.13,11.1,11,10.57,9.8,15.09,14.53,25,5.19,8.33,4.98,160.5,158,19.6,16.73,36.78,185,38.78,15.14,12.07,25.82,19.54,22.4,119,19.67,19.47,11.8,23.18,10.7,9.9,9.71,9.02,14.99,14.16,23.11,27.21,17.9,15.26,55.11,15.73,11.6,21.15,21.75,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3703,Male,Low,8,30/04/97,24/08/2001,1577,34,20.43,20.15,141.5,124,15.44,35.5,31.72,30.21,20.86,15.27,145,33.01,29.88,18.76,30.1,117.5,24.06,23.25,14.79,25.36,11.65,11.4,10.99,10.58,16.57,16.08,25.9,8.37,9.88,6.67,170,168,21.19,17.79,39.94,199,42.23,15.72,12.81,28.21,22,24.2,127,21.29,21.22,12.42,24.47,11.35,10,10.09,9.19,16.61,15.37,23.81,27.98,19.6,15.88,55.64,17.66,13,22.67,23.13,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3704,Female,High,8,11/05/97,24/08/2001,1566,30.02,19.16,18.86,127,112,14.38,28.88,26.74,26.56,18.15,13.62,129.5,29.6,27.08,17.36,28.42,109,22.06,21.21,13.97,24.19,11.3,10.9,10.11,9.31,14.98,14.34,23.88,3.78,8.09,4,150,148,19.04,16.92,37.59,180,41.33,15.28,11.05,26.04,19.3,22.15,120.5,19.52,18.86,11.98,23.05,11,9.65,9.53,8.46,15.37,13.93,22.59,27.24,17.43,14.82,52.02,14.99,12.94,21.98,22.19,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3705,Female,High,8,30/04/97,28/08/2001,1581,31.37,18.84,18.72,133,117,15.18,28.22,26.77,26.51,17.57,13.15,138,30.42,27.88,17.81,28.81,109.5,22.3,21.45,13.57,23.63,11,10.35,10.88,9.95,15.51,14.98,24.83,4.39,8.88,4.42,158.5,158.5,19.05,16.81,35.99,191,38.96,15.29,11.89,25.67,20.36,22.88,118,19.2,18.8,11.7,22.92,10.65,9.4,9.77,8.76,15.06,14.24,22.36,26.54,17.64,14.59,51.47,16.13,12.01,20.45,20.84,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3706,Male,Low,4,10/05/99,28/08/2001,841,30.68,21.34,19.05,136.5,121,14.22,30.04,27.25,26.81,17.48,13.49,141,29.66,27.24,16.63,29.62,109.5,22.65,22.02,13.82,25.12,11.6,11.35,9.9,9.61,14.95,14.55,25.37,7.62,8.36,7.46,162,160.5,18.58,16.07,37.05,191,39.36,14.64,11.62,25.81,20.62,22.41,117.5,19.7,19.65,11.86,24.11,10.95,10,9.12,8.53,14.65,14.06,24.54,26.67,17.59,14.41,53.46,16.28,11.8,20.78,21.15,fu,u,fu,fu,u,fu,fu,fg,fo,u,u,fu,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu
3707,Female,High,8,09/05/97,22/08/2001,1566,31.07,20.43,18.42,130,114.5,13.55,28.94,26.79,26.25,16.7,12.9,138,29.72,27.23,16.7,27.63,112,21.9,21.31,13.39,23.45,10.9,10.5,9.8,9.08,14.74,14.06,23.94,5.74,8.17,5.02,158.5,156.5,19.18,14.98,36.08,185,39.14,14.6,11.48,24.75,19.25,22.44,120.5,19.52,19.5,11.65,22.84,10.65,9.5,9.5,8.57,15.16,13.88,22.91,26.34,17.39,14.22,54.71,14.99,12.57,22.01,21.53,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3708,Female,Low,8,01/05/97,22/08/2001,1574,31.16,18.97,17.38,135.5,121.5,13.52,28.82,27.38,27.14,17.76,13.92,145,30.73,28.01,15.65,27.76,118,22.5,21.57,12.46,23.35,11,10.3,10.69,10.04,15.64,15.05,23.27,5.52,7.48,3.96,162,161.5,19.64,15.66,35.81,198,39.53,14.25,11.38,24.45,18.97,21.27,131,19.32,18.89,10.64,21.89,10.25,9.45,9.74,9.09,15.65,14.7,21.21,25.91,17.37,14.84,50.37,14.8,12.09,20.25,20.89,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3709,Male,Low,6,03/05/98,28/08/2001,1213,32.91,21.48,20.66,136,120.5,15.38,31.03,28.33,28.06,18.92,15.1,145,31.6,28.74,18.44,30.71,109.5,23.38,23.07,14.46,25.48,11.8,11.4,10.4,9.63,15.65,14.92,25.93,7.52,8.53,5.76,168,165,21.35,17.8,38.65,190,42.45,15.45,11.98,25.61,20.69,23.25,118,20.63,20.41,12.07,23.93,11.2,10.1,9.74,8.68,15.4,14.34,23.68,28.64,18.14,15.19,55.11,15.94,13.18,22.27,22.4,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3710,Male,High,2,09/05/99,06/09/2000,486,32.97,21.9,20.22,136.5,121.5,15.65,30.32,28.36,28.17,18.85,15.14,148.5,30.83,28.95,17.78,29.49,118.5,23.07,22.25,14.21,25.65,11.75,11.35,10.39,9.9,15.85,15.19,27.35,8.08,9.23,6.51,167.5,168,19.73,16.89,39.48,199.5,41.29,16.12,11.88,26.78,20.63,23.45,129.5,20.19,20.08,12.2,24.26,11.45,10.4,9.97,9.45,15.69,14.85,25.14,27.45,18.53,15.37,54.81,16.11,13.97,22.52,21.85,fu,u,fu,fu,u,fg,fu,u,u,u,u,fo,u,u,fo,fo,fu,fu,fu,fu,fu,fu
3711,Male,High,2,13/05/99,11/09/2000,487,36.14,23.17,20.95,142.5,128.5,16.67,33.94,31.59,31.23,21.2,17.08,155,33.87,31.98,18.87,32.7,121,25.3,25.01,15.09,28.11,13.1,12.55,11.19,10.36,17.64,16.82,31.18,9.52,10.95,7.99,174.5,175,23.59,17.93,41.27,202,43.83,16.58,12.96,30.1,23.32,26.46,128,22.8,22.79,13.03,26.74,12.4,11.45,10.68,9.3,17.59,16.48,27.86,31.79,21.14,17.85,58.93,17.8,14.72,25.1,25.6,fu,u,fu,fu,u,u,fu,u,u,u,u,fo,u,fg,fo,fo,fo,fo,fu,fu,fu,fu
3712,Female,High,8,05/05/96,11/09/2000,1590,30.61,20.5,17.45,132,122,14.66,30.51,27.5,26.48,19.23,15.04,143,30.14,27.57,16.81,27.8,114.5,22.42,21.79,13.08,24.2,11.55,10.75,10.97,10.18,15.79,15.08,23.21,4.78,9.22,3.88,157.5,157,19.48,16.49,38.48,185.5,40.28,14.66,11.03,24.74,19.18,22.3,125,19.64,19.56,11.38,23.28,11.05,9.8,10.06,9,15.54,14.47,21.9,26.34,17.4,15.08,52.41,16.01,12.86,21.46,21.78,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3713,Castrate,Low,8,12/05/96,04/09/2000,1576,31.54,20.62,20.38,141,123.5,14.57,30.3,27.99,27.52,18.25,13.71,146.5,30.18,26.86,18.08,29.18,119,22.75,22.14,14.42,24.52,11.5,10.95,10.56,9.97,15.62,15.16,25.39,5.63,8.71,5.29,167,164,18.93,17.2,38.1,192.5,39.84,14.79,12.09,25.46,19.71,22.41,123,19.14,19.06,12.16,23.17,10.6,9.7,9.47,9.23,15.05,14.11,22.81,27.19,17.54,14.56,55.28,16.49,12.33,21.63,21.55,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3714,Male,Low,8,03/05/96,04/09/2000,1585,34.44,21.38,21.12,149.5,130,15.54,32.32,30.03,29.79,20.24,15.55,156,33.77,30.66,18.24,32.3,121,23.63,22.82,14.16,25.83,12.15,11.45,11.02,10.65,16.75,16.07,25.77,7.85,10.55,8.63,174,171.5,20.84,17.83,40.54,203.5,45.13,15.78,12.44,27.6,21.67,23.96,127.5,21.25,21.07,12.24,25.05,11.5,10.65,10.22,9.52,16.44,15.59,24.71,29.11,18.97,16.25,55.98,17.12,13.99,23.18,23.31,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3715,Female,High,6,13/05/97,13/09/2000,1219,30.58,19.52,17.51,128,113,14.49,29.48,27.34,27.07,18.15,13.7,136,29.87,27.51,17.32,28.56,111.5,22.01,21.13,13.25,24.5,11.15,11.1,10.39,10.07,15.47,15.18,24.51,6.29,7.7,5.7,155.5,156,20.25,16.32,36.44,180.5,38.86,15.16,11.3,25.09,18.6,22.58,120,19.55,19.51,11.57,23.47,10.9,10.05,9.85,9.22,15.67,14.87,22.99,27.04,17.77,15.35,52.89,15.2,12.62,21.66,21.69,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3716,Male,High,8,16/05/96,04/09/2000,1572,34.74,23.17,21.71,141,125.5,17.02,33.01,30.55,30.22,20.04,15.8,155,34.13,30.79,19.74,31.65,114,24.09,23.23,15.82,26.88,12.35,11.9,10.82,10.2,16.01,15.72,26.59,9.41,10.71,7.5,172.5,169.5,22.22,19.71,40.78,198.5,43.85,17.13,12.83,28.2,21.63,24.41,119.5,21.46,20.94,13.17,25.4,11.8,10.65,9.77,8.9,15.77,14.96,25.1,29.99,19.36,16.65,56.47,17.47,13.44,23.52,23.43,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3717,Female,High,8,25/05/96,12/09/2000,1571,30.21,19.24,18.91,135,120.5,13.96,29.21,27.5,27.21,18.1,14.22,142.5,30.77,27.47,15.98,28.3,121.5,22.38,21.56,12.33,23.85,11,10.35,10.84,9.9,15.91,14.92,23.15,4.84,7.49,4.83,166,165.5,19.92,15.65,37.65,197.5,40.57,14.09,11.35,25.49,19.6,22.08,132,19.54,19.32,10.65,23.27,10.25,9.15,9.95,9.14,15.96,14.84,22.84,27.48,17.75,14.85,53.51,14.99,12.4,21.83,22.02,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3718,Castrate,Low,8,02/05/96,04/09/2000,1586,35.96,20.27,21.65,148.5,130,16.48,33.29,30.92,30.2,19.86,15.08,158.5,34.11,30.59,18.24,31.34,127,25.49,23.93,14.74,26.12,12.2,11.45,11.25,10.33,16.68,16.13,27.48,7.61,8.9,5.77,179,176.5,20.85,17.44,40.1,212,43.09,16.45,12.37,28.43,21.23,25.12,139,22.07,21.67,12.92,26.12,11.8,11,10.19,9.49,16.69,15.7,25.48,28.91,19.49,16.52,57.11,17.68,13.56,22.99,23.27,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3719,Male,Low,4,10/05/98,06/09/2000,850,34.93,21.6,21.37,147,130,16.96,32.22,29.76,29.58,19.35,14.99,159,33.62,30.21,19.19,32.33,123.5,24.91,23.64,14.9,26.17,12.2,11.3,11.1,10.5,17.01,16.23,26.91,8.88,11.98,7.32,174,171,21.95,19.12,40.27,206,42.44,16.96,12.17,28.13,21.64,24.13,135,22.16,21.64,12.42,25.24,11.65,10.35,10.78,10.02,17.34,16.04,25.21,29.46,19.51,16.33,58.3,16.41,13.95,23.56,23.97,fu,fg,fu,fu,u,fu,fu,fo,fu,u,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3720,Male,High,6,05/05/97,05/09/2000,1219,35.68,23.7,22.88,141,125.5,17.55,35.51,32.97,32.33,20.77,16.18,152.5,35.86,32.96,20.23,33.76,121,26.89,26.13,16.28,28.34,13,12.9,11.86,10.77,17.38,16.44,27.93,9.09,10.9,8.95,176,172,22.29,19.65,44.28,207,46.67,17.26,14.14,29.31,23.04,26.62,129.5,22.66,22.55,13.49,27.11,12.8,11.45,11.07,9.53,17.43,15.99,25.53,30.71,20.2,16.9,60.21,18.36,15.02,25.44,24.62,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3721,Male,High,6,07/05/97,05/09/2000,1217,37.21,22.33,23.07,151.5,135.5,17.95,34.55,31.46,30.88,21.05,17.15,159.5,34.42,31.67,20.09,33.07,122,25.16,24.24,15.87,27.7,12.8,12.5,11.58,10.98,17.55,16.82,28.37,9.95,12.15,8.77,181.5,181,22.78,19.94,41.95,213,45.47,17.45,12.48,29.18,22.68,24.89,132,22.37,21.71,13.74,25.4,11.85,10.9,10.76,10.23,17.44,16.36,25.76,30.31,20.3,16.92,58,16.81,14.38,24.16,23.85,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3722,Castrate,Low,4,02/05/98,06/09/2000,858,32.85,21.07,18.04,135.5,120,14.35,30.85,28.76,28.56,18.62,14.58,150,31.53,29.33,17.23,29.17,120,23.24,22.51,14.41,24.12,11.4,10.85,10.67,9.97,16.03,15.54,27.02,6.65,8.09,5.5,164.5,165,20.27,16.09,38.03,201,40.37,14.74,11.55,26.06,20.18,23.25,127,20.77,20.72,12.14,23.64,11.15,9.95,10.08,9.23,15.93,15.02,24.65,28.01,18.63,15.37,57.83,16.38,13.04,22.2,22.23,fu,fg,fu,fu,u,u,fu,fo,fg,u,u,fu,fg,fo,fu,fu,fu,fu,fu,fu,fu,fu
3723,Female,High,4,03/05/98,18/09/2000,869,30.42,18.1,17.76,128,113,13.8,28.18,25.69,25.45,17.13,13.47,134,28.92,26.52,16.21,26.5,109,21.88,21.32,12.67,23.62,11.2,10.75,10.61,9.96,15.49,14.94,23.29,4.91,8.66,4.31,155.5,154,18.85,15.36,35.91,182.5,38.09,13.74,11.27,24.29,18.7,21.17,118,18.83,18.83,10.71,21.85,10.45,9.45,9.74,8.74,15.36,14.53,21.46,26.28,17.47,14.47,52.21,15.64,11.53,20.61,20.96,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3724,Female,High,2,08/05/99,18/09/2000,499,32.3,20.19,18.93,137,121,14.6,30.9,28.56,27.93,17.3,13.78,146,30.5,28.08,17.01,28.93,119,22.32,21.82,13.84,23.82,11.1,10.8,10.61,9.98,15.62,15.21,24.89,4.05,8.93,3.65,164,164,19.89,16.42,36.76,197.5,39.8,14.63,12.24,25.36,19.59,22.29,130,19.6,19.34,11.81,22.79,10.8,9.75,9.57,9.33,15.06,14.55,23.34,26.9,17.65,14.8,54.54,15.31,12.05,21.33,21.78,fu,u,fu,fu,u,fu,fu,fg,fg,u,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3725,Female,Low,8,27/04/96,11/09/2000,1598,29.6,18.46,17.26,125,112,13.01,27.87,25.16,24.99,16.72,13.51,130,27.82,25.1,15.82,27.44,108,21.27,20.62,12.46,23.01,10.75,10.2,10.63,9.71,15.08,14.54,22.86,4.34,7.68,4.53,154,153,18.95,15.27,36.04,179,38.76,13.55,10.65,25.63,19.94,21.71,120,19.44,19.14,10.75,22.39,10.5,9.3,9.68,9.06,15.23,14.25,22.06,25.34,16.94,14.43,50.83,15.27,11.7,20.41,20.43,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3726,Female,High,2,05/05/99,18/09/2000,502,31.86,18.8,18.47,134,120,14.48,29.8,27.46,27.31,16.89,13.44,139,30.65,28.06,16.29,28.75,111.5,21.67,20.7,13.03,23.98,11.3,10.9,9.63,8.86,14.33,13.68,25.06,6.19,7.47,4.86,163.5,162.5,20.08,15.33,35.85,193.5,38.52,13.41,12.04,24.51,19.46,20.35,120.5,18.54,18.25,10.92,22.37,10.3,9.5,9.02,8.34,14.39,13.48,23.96,25.24,16.7,14.2,50.71,15.06,11.3,19.79,20.31,fu,u,fu,fu,u,fo,fu,fg,fg,u,u,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu
3727,Castrate,Low,2,11/05/99,06/09/2000,484,33.06,21.63,19.06,134,120,15.11,32.12,29.74,29.05,18.35,15.22,141,31.78,29.4,17.12,30.12,115.5,23.93,23.29,14.17,26.05,11.95,11.6,10.13,9.82,15.98,15.68,26.85,7.08,8.94,5.56,162.5,163,20.89,16.33,39.07,190.5,41.77,14.71,11.39,27.06,21.39,24.27,124.5,21.16,21.12,12.06,25.33,11.55,10.5,9.42,9.05,16.27,15.38,24.97,29.33,19.35,16.17,55.98,16.39,13.32,22.98,23.45,fu,u,fu,fu,u,u,fu,u,u,u,u,u,u,u,fo,fo,fu,fo,fu,fu,fu,fu
3728,Female,Low,4,03/05/98,18/09/2000,869,31.31,19.45,18.08,134,118,13.68,29.72,27.84,27.69,17.64,14.59,139.5,30.58,28.57,16.7,28.25,108,22.17,21.58,12.8,22.99,10.8,10.35,11.01,10.03,16.05,15.28,23.71,4.69,6.59,4.24,161.5,160,19.07,15.41,37.85,189.5,40.85,13.66,11.09,25.05,19.34,21.54,119,18.94,18.85,10.82,22.3,10.45,9.35,9.71,8.8,15.44,14.52,22.24,27.85,17.18,15.63,53.46,15.44,11.62,21.32,22.13,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3729,Female,Low,6,10/05/97,13/09/2000,1222,29.45,17.96,17.28,131,117.5,13.99,28.42,25.91,25.51,17.03,13.31,140,28.38,25.89,16.33,26.29,113.5,21.19,20.49,12.34,22.21,10.6,9.7,9.86,8.84,14.97,14.08,22.12,4.56,8.3,4.91,159,158.5,18.93,15.81,33.53,192,38.08,13.66,10.3,24.26,18.85,21.23,121,18.74,18.61,10.21,21.09,9.8,8.9,8.8,8.28,15.04,13.98,20.87,25.68,17.16,13.91,50.68,14.37,11.43,20.05,20.6,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3730,Female,High,4,16/05/98,18/09/2000,856,31.32,19.4,18.52,133.5,119.5,13.66,29.85,27.47,26.66,17.22,13.48,139,30.15,26.86,15.97,28.75,113.5,22.66,21.56,12.99,24.03,11.25,10.95,10.86,9.75,15.43,14.78,24.32,4.22,8.61,3.64,161,158,19.19,15.86,35.54,189.5,39.52,13.97,10.76,26.18,19.78,22.55,124.5,20.19,19.28,10.89,22.94,10.9,10,9.89,8.99,15.39,14.5,22.99,26.67,17.9,15.22,52.13,15.09,11.81,20.07,21.33,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3731,Female,High,4,01/05/98,18/09/2000,871,29.88,18.18,18.06,136.5,120,13.48,29.06,27.26,26.97,17.29,13.94,137,29.23,26.91,16.4,28.01,107,22.44,21.89,12.27,23.19,10.8,10.05,9.71,8.63,14.99,14.14,23.88,5.05,7.93,3.68,163,159,19.47,15,36.26,185.5,39.12,13.98,10.95,25.75,19.79,22.14,116.5,19.33,19.25,10.4,22.15,10.2,9.35,8.64,7.96,14.62,13.58,21.87,27.44,18.23,14.96,53.37,14.36,11.94,21.35,21.57,fu,fo,fu,fu,fu,fu,fu,fu,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3732,Male,Low,4,29/04/98,05/09/2000,860,33.93,21.56,20.81,138,122,16.15,32.03,30.17,29.62,19.95,15.28,146,32.3,29.48,19.42,31.45,120,24.39,23.54,14.77,25.47,11.7,10.3,11.64,11.26,16.87,16.19,25.87,8.92,10.75,6.27,169,165.5,21.01,17.84,39.12,192.5,42.31,16.52,12.25,27.32,20.62,22.63,127.5,21.03,20.44,12.26,24.48,11.4,10.25,10.88,10.34,16.88,15.89,24.74,28.98,18.76,15.87,57.05,16.51,12.5,22.29,23.39,fu,fg,fu,fu,u,fu,fu,fg,fo,u,u,fu,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu
3733,Female,Low,4,11/05/98,18/09/2000,861,32.2,20.56,18.84,140,127.5,13.92,31.47,28.46,28.18,18.2,14.49,154,31.75,29.11,16.93,30.28,119,23.46,22.91,12.93,24.89,11.75,11.15,10.61,10.1,15.75,15.35,24.95,4.79,8.38,3.91,167,166.5,20.7,15.8,37.82,205.5,42.03,15.11,11.37,26.53,20.62,22.81,128.5,20.26,19.56,11.77,23.47,11.15,10,9.83,9.3,15.86,14.94,23.34,27.27,18.58,15.43,55.12,15.97,12.53,22.3,21.71,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
